""
"0,0","1,0","5,2","3,1","5,1","6,2","5,1","4,1","5,0","5,0","4,0","4,0","6,0","3,0","3,0","3,0","3,0","2,0","3,-1","3,-1","2,-1","1,0","2,0","1,0","4,-1","1,0","1,0","1,0","1,0","1,0","1,0","2,-1","1,0","1,0","2,-1","1,0","2,0","2,0","1,0","5,0","4,0","4,0","5,1","10,0","8,0","8,0","9,0","7,0","6,0","6,0","6,0","8,0","7,0","7,0","8,0","11,0","13,0","11,0","10,0","8,0","7,0","6,0","5,0","7,0","4,0","6,0","6,0","6,0","6,0","4,0","3,0","4,0","3,0","4,0","3,0","3,0","4,0","2,0","3,0","2,0","2,0","2,0","2,0","2,0","3,0","2,0","1,0","3,0","2,0","3,0","2,0","1,0","1,0","2,0","1,0","1,0","2,0","1,0"
"0,0","0,0","4,0","4,1","8,1","9,0","12,0","11,0","11,0","12,0","17,-2","13,-1","14,-1","11,0","16,0","12,0","14,0","12,0","21,0","19,0","17,0","17,0","16,0","11,0","11,0","3,0","2,0","1,0","1,0","1,0","4,0","7,0","6,1","5,0","5,0","6,0","5,0","7,0","4,0","3,0","1,0","1,0","1,0","2,0","2,0","1,0","1,0","2,0","2,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0"
"0,0","0,0","1,0","1,0","2,1","5,0","6,1","8,0","8,0","9,0","11,0","11,0","11,0","13,0","15,0","21,3","33,4","16,1","13,1","9,1","5,1","6,0","7,1","10,1","11,2","7,0","8,2","17,2","17,2","22,5"
"0,0","0,0","2,0","2,0","4,0","5,0","6,0","4,0","5,1","6,0","5,1","4,0","6,0","6,0","6,1","7,1","5,0","4,0","3,0","4,0","4,0","3,0","3,0","3,0","2,1","2,0","3,0","3,0","3,0","5,0","2,0","6,1","5,0","7,1","5,1","5,0","3,0","3,0","3,1","1,0","1,0","2,0","1,1","1,0","2,0","1,0","1,0","2,0","1,0","1,1","1,0","1,0","1,0","1,0","2,0","1,0","1,0","0,1","2,0","1,0","3,1","5,0","6,1","6,1","5,1","1,0","1,0","1,0","1,0","2,1","1,0","1,0","2,0","3,0","6,1","5,1","5,1","5,1","3,0","1,0","1,0","2,0","3,1","2,1"
"0,0","0,0","0,-1","2,0","6,0","8,0","7,0","6,0","8,0","6,1","9,1","11,2","13,1","10,1","9,2","6,0","6,1","8,1","9,2","9,1","5,0","4,1","5,0","2,0","4,0","5,1","5,0","5,1","5,0","4,0","4,0","6,1","8,1","4,1","2,0","4,0","4,1","4,1","3,0","2,0","3,0"
"0,0","1,-1","2,0","8,0","11,0","14,2","21,2","10,0","7,1","9,1","10,2","14,1","22,2","19,2","17,2","19,2"
